route_key,window_start,window_end,precipitation_sum_json,windspeed_max_json,api_call_timestamp
HUB09-HUB02,2025-11-21,2025-11-23,"[0.3, 1.0, 0.0]","[15.9, 19.7, 19.7]",2026-08-14 06:28:39.338297
HUB10-HUB15,2025-01-26,2025-01-29,"[0.3, 2.0, None, 0.3]","[12.9, 19.3, 14.0, 10.8]",2026-08-14 06:28:39.338448
HUB03-HUB17,2024-08-27,2024-08-30,"[0.4, 0.2, 0.0, 27.3]","[14.1, 10.8, 19.8, 21.1]",2026-08-14 06:28:39.338609
HUB11-HUB07,2025-11-07,2025-11-12,"[0.6, 0.1, 0.0, 0.0, 0.0, 0.0]","[17.0, 14.5, 11.5, 12.0, 13.6, 10.4]",2026-08-14 06:28:39.338783
HUB14-HUB10,2023-05-25,2023-05-28,"[0.0, 0.4, 0.0, 0.9]","[23.5, 11.8, 31.1, 35.6]",2026-08-14 06:28:39.338938
HUB03-HUB02,2023-09-14,2023-09-15,"[0.9, 0.4]","[14.7, 8.9]",2026-08-14 06:28:39.339064
HUB04-HUB10,2023-04-24,2023-04-28,"[0.2, 0.3, 0.0, 0.1, 0.0]","[2.1, 9.3, 24.1, 21.8, 13.8]",2026-08-14 06:28:39.339252
HUB02-HUB17,2025-01-20,2025-01-23,"[0.4, 0.4, 0.5, 0.5]","[3.1, 20.7, 3.1, 18.8]",2026-08-14 06:28:39.339403
HUB05-HUB17,2025-06-13,2025-06-16,"[0.0, 0.3, 2.7, 0.0]","[21.4, 5.1, 4.9, 22.5]",2026-08-14 06:28:39.339550
HUB17-HUB16,2024-08-24,2024-08-26,"[16.5, 0.0, 15.3]","[14.6, 10.0, 20.2]",2026-08-14 06:28:39.339700
HUB02-HUB06,2025-03-01,2025-03-03,"[1.0, 0.6, 8.9]","[13.9, 17.2, 13.5]",2026-08-14 06:28:39.339840
HUB05-HUB14,2025-03-26,2025-03-29,"[1.1, 1.1, 0.4, 0.3]","[17.0, 11.9, 22.7, 17.9]",2026-08-14 06:28:39.339985
HUB03-HUB10,2025-04-20,2025-04-24,"[0.0, 1.0, 0.0, 0.2, 0.0]","[12.6, 22.2, 16.1, 11.5, 8.0]",2026-08-14 06:28:39.340183
HUB15-HUB12,2024-11-12,2024-11-15,"[1.3, 1.1, 0.8, 0.0]","[27.4, 28.3, 21.4, 25.3]",2026-08-14 06:28:39.340341
HUB11-HUB05,2023-11-07,2023-11-10,"[0.8, 0.7, 0.6, 5.4]","[18.2, 14.3, 16.8, 15.5]",2026-08-14 06:28:39.340488
HUB02-HUB13,2025-07-23,2025-07-25,"[0.8, 0.4, 1.1]","[5.7, 6.7, 16.2]",2026-08-14 06:28:39.340637
HUB05-HUB17,2023-06-27,2023-06-30,"[30.8, 0.3, 0.4, 0.0]","[13.1, 7.0, 1.9, 13.7]",2026-08-14 06:28:39.340788
HUB13-HUB04,2024-08-15,2024-08-17,"[0.3, 0.2, 0.3]","[13.5, 24.7, 13.9]",2026-08-14 06:28:39.340925
HUB14-HUB10,2023-03-20,2023-03-23,"[1.0, 0.9, 1.0, None]","[16.5, 5.9, 21.4, 13.4]",2026-08-14 06:28:39.341071
HUB11-HUB14,2023-01-21,2023-01-23,"[3.3, 0.0, 0.5]","[20.3, 12.3, 17.8]",2026-08-14 06:28:39.341238
HUB11-HUB14,2024-05-20,2024-05-22,"[0.0, 0.0, 1.2]","[11.5, 25.1, 19.1]",2026-08-14 06:28:39.341380
HUB09-HUB11,2024-05-27,2024-05-30,"[0.1, 0.0, 0.0, 4.1]","[8.5, 24.1, 9.6, 31.4]",2026-08-14 06:28:39.341525
HUB16-HUB11,2023-11-20,2023-11-22,"[0.4, 1.1, 0.7]","[26.0, 14.0, 16.2]",2026-08-14 06:28:39.341674
HUB07-HUB01,2024-12-10,2024-12-13,"[0.5, 0.1, 0.0, 1.1]","[14.1, 11.9, 28.3, 25.4]",2026-08-14 06:28:39.341821
HUB18-HUB11,2025-07-08,2025-07-11,"[6.0, 30.7, 54.5, 0.0]","[23.1, 11.3, 0.2, 18.4]",2026-08-14 06:28:39.341972
HUB16-HUB01,2024-08-22,2024-08-23,"[1.4, 0.2]","[10.0, 7.3]",2026-08-14 06:28:39.342164
HUB17-HUB04,2025-10-23,2025-10-26,"[0.7, 0.3, 0.5, 0.6]","[27.1, 23.4, 13.7, 25.5]",2026-08-14 06:28:39.342331
HUB13-HUB04,2023-11-14,2023-11-17,"[0.0, 0.0, 0.0, 1.2]","[29.4, 3.0, 11.5, 23.5]",2026-08-14 06:28:39.342477
HUB07-HUB11,2023-09-04,2023-09-09,"[6.2, 0.5, 0.7, 11.2, 1.8, 9.5]","[25.1, 22.5, 8.3, 10.9, 13.7, 12.8]",2026-08-14 06:28:39.342655
HUB12-HUB15,2025-10-08,2025-10-11,"[0.3, 0.3, 0.0, 0.0]","[6.2, 23.1, 19.7, 18.4]",2026-08-14 06:28:39.342807
HUB09-HUB07,2025-01-04,2025-01-06,"[0.4, 0.8, 0.7]","[14.3, 13.2, 12.3]",2026-08-14 06:28:39.342940
HUB17-HUB11,2025-10-01,2025-10-03,"[0.9, 0.0, 0.1]","[17.2, 15.9, 32.1]",2026-08-14 06:28:39.343074
HUB17-HUB08,2025-04-24,2025-04-27,"[0.0, 0.0, 0.1, 0.0]","[10.7, 14.3, 17.3, 12.3]",2026-08-14 06:28:39.343250
HUB02-HUB11,2025-04-14,2025-04-16,"[0.0, 0.2, 0.0]","[5.4, 10.1, 2.8]",2026-08-14 06:28:39.343392
HUB14-HUB03,2024-12-04,2024-12-07,"[3.8, 0.6, 0.8, 0.8]","[28.9, 8.6, 12.1, 20.0]",2026-08-14 06:28:39.343535
HUB14-HUB18,2025-11-24,2025-11-26,"[0.3, 0.5, 0.1]","[7.3, 19.3, 28.2]",2026-08-14 06:28:39.343683
HUB12-HUB07,2025-05-13,2025-05-18,"[0.0, 0.7, 0.1, 1.0, 0.0, 0.6]","[12.1, 15.2, 8.9, 19.3, 13.6, 17.1]",2026-08-14 06:28:39.343858
HUB18-HUB09,2025-07-18,2025-07-20,"[0.2, 17.1, 0.1]","[11.6, 16.6, 16.1]",2026-08-14 06:28:39.343995
HUB02-HUB11,2023-01-19,2023-01-21,"[1.1, 0.4, 0.0]","[0.9, 6.8, 16.0]",2026-08-14 06:28:39.344148
HUB18-HUB09,2025-08-16,2025-08-18,"[37.3, 38.9, 0.0]","[14.5, 16.1, 17.0]",2026-08-14 06:28:39.344302
HUB01-HUB09,2024-05-10,2024-05-12,"[0.2, 0.2, 0.8]","[14.6, 17.6, 17.4]",2026-08-14 06:28:39.344443
HUB04-HUB09,2023-08-04,2023-08-07,"[1.0, 19.1, 1.4, 0.5]","[14.0, 16.3, 14.9, 8.0]",2026-08-14 06:28:39.344600
HUB12-HUB16,2025-11-09,2025-11-12,"[None, 0.1, 0.0, 0.3]","[16.6, 8.4, 16.0, 17.2]",2026-08-14 06:28:39.344750
HUB15-HUB06,2023-05-09,2023-05-11,"[0.5, 0.0, 12.6]","[12.0, 11.8, 15.6]",2026-08-14 06:28:39.344891
HUB17-HUB08,2024-02-26,2024-02-29,"[1.0, 0.7, 0.5, 0.0]","[15.4, 15.7, 14.1, 25.1]",2026-08-14 06:28:39.345036
HUB02-HUB04,2025-08-07,2025-08-08,"[37.8, 2.6]","[0.5, 12.9]",2026-08-14 06:28:39.345186
HUB15-HUB13,2024-02-03,2024-02-05,"[0.6, 0.0, 0.1]","[20.3, 15.9, 17.9]",2026-08-14 06:28:39.345330
HUB13-HUB02,2025-12-15,2025-12-17,"[0.0, 0.1, 0.7]","[17.2, 17.6, 8.2]",2026-08-14 06:28:39.345466
HUB08-HUB10,2025-09-12,2025-09-15,"[0.4, 2.0, 0.0, 0.0]","[13.4, 23.7, 0.8, 1.1]",2026-08-14 06:28:39.345622
HUB12-HUB06,2025-11-17,2025-11-22,"[0.2, 0.2, 0.0, 0.4, 0.8, 0.9]","[10.4, 14.6, 14.1, 15.1, 18.4, 13.1]",2026-08-14 06:28:39.345792
HUB08-HUB15,2023-05-04,2023-05-06,"[0.1, 0.0, 1.1]","[20.9, 15.6, 18.1]",2026-08-14 06:28:39.345930
HUB09-HUB03,2023-11-11,2023-11-13,"[1.0, 0.3, 0.4]","[16.0, 14.7, 24.6]",2026-08-14 06:28:39.346106
HUB04-HUB08,2023-08-19,2023-08-21,"[1.5, 3.9, 0.5]","[8.6, 14.2, 14.2]",2026-08-14 06:28:39.346283
HUB07-HUB03,2024-05-18,2024-05-20,"[0.9, 0.5, 0.3]","[10.1, 24.6, 15.9]",2026-08-14 06:28:39.346425
HUB12-HUB16,2023-07-06,2023-07-09,"[0.8, 2.7, 0.5, 1.6]","[15.5, 9.5, 16.2, 11.3]",2026-08-14 06:28:39.346612
HUB05-HUB11,2023-06-13,2023-06-17,"[0.0, 1.4, 0.7, 0.0, 0.8]","[25.8, 20.7, 15.1, 4.9, 15.4]",2026-08-14 06:28:39.346801
HUB15-HUB17,2025-01-13,2025-01-15,"[1.6, 0.0, 0.9]","[6.0, 17.7, 19.6]",2026-08-14 06:28:39.346939
HUB07-HUB05,2023-08-29,2023-08-30,"[0.0, 0.0]","[19.7, 15.7]",2026-08-14 06:28:39.347063
HUB17-HUB07,2023-12-12,2023-12-15,"[0.0, 0.0, 1.4, 0.7]","[17.2, 15.8, 9.1, 20.1]",2026-08-14 06:28:39.347252
HUB02-HUB04,2023-02-03,2023-02-04,"[0.0, 0.1]","[11.3, 13.1]",2026-08-14 06:28:39.347383
HUB07-HUB09,2024-08-15,2024-08-17,"[0.7, 0.4, 0.0]","[7.7, 16.4, 20.0]",2026-08-14 06:28:39.347519
HUB06-HUB10,2025-09-08,2025-09-11,"[58.9, 0.2, 0.9, 0.2]","[1.4, 33.7, 16.8, 19.6]",2026-08-14 06:28:39.347680
HUB11-HUB02,2023-03-11,2023-03-13,"[1.2, 0.0, 0.3]","[13.8, 14.0, 13.4]",2026-08-14 06:28:39.347820
HUB10-HUB01,2023-05-21,2023-05-24,"[0.0, 0.1, 0.0, 1.0]","[18.1, 14.6, 17.0, 16.7]",2026-08-14 06:28:39.347975
HUB02-HUB01,2023-08-18,2023-08-19,"[11.9, 0.3]","[12.8, 16.0]",2026-08-14 06:28:39.348100
HUB10-HUB11,2023-07-07,2023-07-10,"[0.0, 57.0, 9.2, 10.3]","[27.5, 4.6, 3.2, 19.8]",2026-08-14 06:28:39.348281
HUB10-HUB11,2024-04-08,2024-04-11,"[0.0, 1.6, 0.6, 0.2]","[24.6, 19.4, 25.1, 4.8]",2026-08-14 06:28:39.348438
HUB11-HUB07,2025-01-17,2025-01-21,"[0.9, 1.2, 0.0, 0.0, 1.1]","[15.0, 13.0, 14.3, 12.3, 12.7]",2026-08-14 06:28:39.348634
HUB10-HUB01,2023-11-09,2023-11-12,"[0.2, 0.6, 0.7, 0.6]","[9.1, 11.0, 9.2, 20.9]",2026-08-14 06:28:39.348790
HUB14-HUB06,2023-10-08,2023-10-11,"[0.9, 0.1, 1.5, 8.1]","[18.0, 16.5, 13.4, 11.3]",2026-08-14 06:28:39.348936
HUB13-HUB03,2023-08-17,2023-08-20,"[7.7, 24.7, 0.0, 0.7]","[10.7, 15.9, 14.2, 7.9]",2026-08-14 06:28:39.349083
HUB03-HUB02,2025-08-14,2025-08-15,"[31.4, 0.8]","[5.5, 16.1]",2026-08-14 06:28:39.349250
HUB12-HUB04,2025-04-26,2025-04-30,"[1.0, 0.0, 0.1, 1.0, 0.5]","[10.9, 20.1, 11.7, 1.3, 29.2]",2026-08-14 06:28:39.349412
HUB16-HUB05,2024-06-18,2024-06-20,"[0.0, 0.3, 0.1]","[19.1, 13.4, 17.6]",2026-08-14 06:28:39.349549
HUB09-HUB03,2023-02-22,2023-02-24,"[0.7, 0.6, 0.0]","[12.3, 12.5, 15.3]",2026-08-14 06:28:39.349697
HUB07-HUB14,2023-04-23,2023-04-27,"[0.9, 0.0, 0.0, 0.0, 0.6]","[15.3, 13.5, 20.9, 11.3, 15.6]",2026-08-14 06:28:39.349861
HUB10-HUB18,2025-06-04,2025-06-08,"[0.8, 0.1, 0.7, 0.1, 0.8]","[11.0, 4.1, 32.2, 24.2, 20.4]",2026-08-14 06:28:39.350017
HUB04-HUB08,2025-05-18,2025-05-20,"[0.4, 0.6, 0.6]","[15.0, 16.2, 20.4]",2026-08-14 06:28:39.350229
HUB09-HUB06,2025-02-11,2025-02-12,"[0.1, 0.2]","[9.9, 10.8]",2026-08-14 06:28:39.350364
HUB04-HUB12,2025-12-03,2025-12-07,"[0.0, 0.4, 0.8, 0.0, 0.2]","[22.3, 15.9, 36.7, 28.4, 6.2]",2026-08-14 06:28:39.350520
HUB07-HUB08,2025-07-16,2025-07-17,"[0.1, 0.7]","[11.6, 16.0]",2026-08-14 06:28:39.350657
HUB15-HUB16,2024-12-19,2024-12-20,"[3.8, 0.0]","[7.8, 11.5]",2026-08-14 06:28:39.350787
HUB17-HUB14,2023-04-08,2023-04-09,"[0.6, 0.1]","[12.3, 12.7]",2026-08-14 06:28:39.350913
HUB09-HUB16,2025-03-20,2025-03-22,"[0.0, 1.6, 0.9]","[13.9, 13.7, 10.4]",2026-08-14 06:28:39.351046
HUB17-HUB04,2023-01-26,2023-01-29,"[0.0, 0.9, 0.4, None]","[7.0, 19.5, 1.1, 19.5]",2026-08-14 06:28:39.351223
HUB05-HUB15,2024-11-23,2024-11-25,"[1.4, 2.4, 0.0]","[13.5, 19.7, 22.3]",2026-08-14 06:28:39.351456
HUB05-HUB07,2023-12-14,2023-12-15,"[1.0, 0.6]","[15.7, 10.6]",2026-08-14 06:28:39.351608
HUB17-HUB03,2023-02-06,2023-02-08,"[1.4, 0.0, 0.2]","[12.1, 8.3, 1.8]",2026-08-14 06:28:39.351752
HUB12-HUB10,2025-12-29,2026-01-02,"[0.1, 0.0, 0.0, 0.9, 1.2]","[20.0, 19.2, 24.6, 35.3, 16.9]",2026-08-14 06:28:39.351910
HUB11-HUB13,2023-05-07,2023-05-08,"[1.0, 5.5]","[20.9, 20.4]",2026-08-14 06:28:39.352035
HUB07-HUB14,2024-07-15,2024-07-19,"[9.5, 10.2, 0.7, 16.6, 42.3]","[21.8, 5.7, 10.9, 18.3, 4.1]",2026-08-14 06:28:39.352242
HUB12-HUB04,2023-05-24,2023-05-28,"[11.8, 0.0, 1.0, 0.8, 0.0]","[30.1, 15.9, 16.8, 24.4, 22.8]",2026-08-14 06:28:39.352417
HUB17-HUB13,2025-08-10,2025-08-12,"[19.2, 38.0, 13.5]","[10.9, 12.3, 13.1]",2026-08-14 06:28:39.352555
HUB05-HUB12,2025-06-11,2025-06-16,"[9.8, 9.6, 0.8, 19.6, 0.0, 9.2]","[12.1, 25.1, 8.4, 25.5, 20.3, 4.4]",2026-08-14 06:28:39.352737
HUB14-HUB18,2023-07-02,2023-07-04,"[1.1, 11.2, 1.1]","[27.2, 18.4, 22.3]",2026-08-14 06:28:39.352877
HUB08-HUB07,2023-12-30,2023-12-31,"[0.3, 0.1]","[18.0, 16.2]",2026-08-14 06:28:39.353002
HUB07-HUB13,2023-05-12,2023-05-16,"[0.5, 0.6, 0.5, 0.7, 0.0]","[17.5, 17.4, 12.4, 15.0, 9.3]",2026-08-14 06:28:39.353202
HUB06-HUB17,2023-07-04,2023-07-08,"[0.3, 6.2, 0.0, 0.0, 0.0]","[12.2, 40.9, 15.6, 18.7, 0.7]",2026-08-14 06:28:39.353368
HUB16-HUB13,2024-05-16,2024-05-19,"[0.5, 0.5, 0.0, 9.3]","[13.2, 11.3, 17.7, 1.8]",2026-08-14 06:28:39.353517
HUB05-HUB07,2023-05-08,2023-05-09,"[0.6, 0.1]","[13.3, 15.1]",2026-08-14 06:28:39.353661
HUB08-HUB17,2024-02-22,2024-02-25,"[0.0, 0.0, 1.1, 0.0]","[20.1, 24.2, 23.3, 2.8]",2026-08-14 06:28:39.353809
HUB17-HUB15,2025-11-02,2025-11-04,"[1.5, 0.9, 0.8]","[21.3, 14.8, 22.2]",2026-08-14 06:28:39.353943
HUB09-HUB01,2024-09-02,2024-09-04,"[10.6, 0.0, 2.1]","[10.8, 16.5, 12.1]",2026-08-14 06:28:39.354142
HUB03-HUB05,2025-05-09,2025-05-11,"[1.4, 15.8, 0.4]","[12.1, 11.5, 20.4]",2026-08-14 06:28:39.354301
HUB18-HUB11,2023-10-03,2023-10-06,"[0.3, 0.0, 0.2, 0.1]","[29.9, 25.7, 30.3, 25.6]",2026-08-14 06:28:39.354454
HUB02-HUB01,2025-11-23,2025-11-24,"[0.0, 0.0]","[22.9, 16.9]",2026-08-14 06:28:39.354590
HUB17-HUB05,2025-07-02,2025-07-05,"[0.5, 27.5, 7.7, 0.0]","[9.3, 11.9, 19.5, 9.0]",2026-08-14 06:28:39.354748
HUB07-HUB14,2024-05-13,2024-05-17,"[0.8, 0.9, 9.2, 0.1, None]","[8.2, 25.9, 11.3, 11.1, 24.3]",2026-08-14 06:28:39.354914
HUB12-HUB08,2023-03-15,2023-03-19,"[0.2, 0.1, 0.1, 0.0, 0.0]","[15.2, 15.5, 16.4, 13.5, 16.2]",2026-08-14 06:28:39.355073
HUB12-HUB13,2025-08-23,2025-08-24,"[10.0, 0.0]","[6.2, 14.9]",2026-08-14 06:28:39.355235
HUB05-HUB09,2023-03-18,2023-03-19,"[0.0, 0.4]","[15.4, 17.3]",2026-08-14 06:28:39.355367
HUB06-HUB04,2025-12-07,2025-12-09,"[0.7, 0.4, 0.0]","[36.4, 10.5, 15.6]",2026-08-14 06:28:39.355504
HUB03-HUB18,2024-11-06,2024-11-07,"[0.0, 0.1]","[22.0, 17.7]",2026-08-14 06:28:39.355641
HUB04-HUB16,2024-10-15,2024-10-17,"[0.1, 0.2, 0.0]","[18.2, 15.5, 14.1]",2026-08-14 06:28:39.355824
HUB01-HUB06,2023-05-02,2023-05-05,"[0.6, 0.6, 0.1, 0.4]","[16.6, 13.2, 10.9, 9.6]",2026-08-14 06:28:39.355999
HUB01-HUB17,2025-04-07,2025-04-10,"[0.9, 0.5, 0.8, 1.3]","[15.6, 11.7, 11.7, 17.4]",2026-08-14 06:28:39.356195
HUB08-HUB07,2024-11-20,2024-11-21,"[0.1, 2.8]","[15.1, 10.9]",2026-08-14 06:28:39.356334
HUB15-HUB08,2024-09-04,2024-09-06,"[0.4, 0.4, 1.0]","[3.6, 12.1, 9.1]",2026-08-14 06:28:39.356473
HUB08-HUB02,2023-11-28,2023-11-30,"[0.6, 0.0, 0.5]","[21.8, 20.3, 20.1]",2026-08-14 06:28:39.356621
HUB14-HUB11,2023-07-06,2023-07-07,"[0.0, 0.0]","[16.6, 0.7]",2026-08-14 06:28:39.356751
HUB06-HUB14,2025-09-02,2025-09-05,"[26.4, 1.7, 28.4, 0.0]","[10.5, 7.4, 21.4, 13.4]",2026-08-14 06:28:39.356897
HUB12-HUB03,2025-03-03,2025-03-06,"[0.5, 0.2, 0.4, 1.0]","[7.1, 1.5, 5.9, 11.8]",2026-08-14 06:28:39.357044
HUB10-HUB08,2025-12-26,2025-12-29,"[0.0, 0.8, 0.6, 0.0]","[11.5, 13.9, 15.4, 15.7]",2026-08-14 06:28:39.357225
HUB14-HUB02,2024-03-09,2024-03-10,"[0.0, 0.4]","[13.6, 16.4]",2026-08-14 06:28:39.357358
HUB13-HUB11,2025-12-18,2025-12-19,"[0.0, 0.0]","[22.3, 14.5]",2026-08-14 06:28:39.357481
HUB16-HUB14,2025-04-18,2025-04-20,"[0.6, 0.5, 1.0]","[8.7, 18.9, 19.8]",2026-08-14 06:28:39.357629
HUB10-HUB08,2025-05-15,2025-05-18,"[0.0, 1.5, 0.0, 17.7]","[13.4, 13.8, 12.4, 18.8]",2026-08-14 06:28:39.357786
HUB05-HUB06,2025-05-29,2025-05-30,"[0.0, None]","[16.7, 18.0]",2026-08-14 06:28:39.357913
HUB02-HUB06,2025-12-03,2025-12-06,"[0.6, None, 0.1, 0.0]","[10.4, 13.2, 14.5, 10.1]",2026-08-14 06:28:39.358094
HUB15-HUB14,2024-06-12,2024-06-13,"[0.6, 0.0]","[19.8, 20.0]",2026-08-14 06:28:39.358282
HUB04-HUB18,2025-04-28,2025-04-29,"[0.0, 0.4]","[3.7, 8.9]",2026-08-14 06:28:39.358419
HUB02-HUB11,2025-12-09,2025-12-11,"[0.3, 0.8, 0.0]","[26.2, 28.6, 30.9]",2026-08-14 06:28:39.358555
HUB08-HUB07,2025-09-24,2025-09-25,"[0.7, 0.1]","[14.7, 13.0]",2026-08-14 06:28:39.358696
HUB17-HUB01,2025-06-28,2025-06-30,"[5.6, 21.2, 8.7]","[14.8, 18.4, 22.2]",2026-08-14 06:28:39.358834
HUB06-HUB17,2024-05-19,2024-05-22,"[1.2, 0.2, 0.0, 0.9]","[32.1, 18.7, 12.1, 34.6]",2026-08-14 06:28:39.358981
HUB11-HUB08,2025-03-08,2025-03-11,"[0.0, 1.0, 0.0, 0.4]","[12.5, 14.8, 16.0, 14.1]",2026-08-14 06:28:39.359147
HUB09-HUB14,2025-05-12,2025-05-14,"[0.0, 0.5, 0.0]","[11.7, 21.8, 8.7]",2026-08-14 06:28:39.359300
HUB14-HUB08,2024-02-15,2024-02-17,"[0.7, 0.5, 0.3]","[18.3, 10.7, 14.8]",2026-08-14 06:28:39.359435
HUB15-HUB09,2025-09-18,2025-09-20,"[0.3, 0.7, 5.9]","[15.3, 13.7, 14.9]",2026-08-14 06:28:39.359579
HUB09-HUB18,2025-02-02,2025-02-04,"[0.0, 0.7, 0.0]","[12.0, 8.9, 4.9]",2026-08-14 06:28:39.359724
HUB08-HUB02,2023-11-27,2023-11-29,"[1.0, 0.9, 0.0]","[24.7, 15.7, 10.0]",2026-08-14 06:28:39.359859
HUB08-HUB01,2024-10-30,2024-11-01,"[0.6, 0.2, 0.6]","[23.7, 19.4, 14.4]",2026-08-14 06:28:39.359993
HUB13-HUB16,2025-08-29,2025-08-31,"[0.1, 34.6, 0.0]","[14.7, 14.7, 16.5]",2026-08-14 06:28:39.360151
HUB13-HUB12,2024-09-11,2024-09-12,"[0.0, 0.0]","[18.5, 26.4]",2026-08-14 06:28:39.360293
HUB05-HUB16,2024-03-17,2024-03-19,"[0.8, 0.7, 0.6]","[16.6, 15.1, 15.0]",2026-08-14 06:28:39.360432
HUB06-HUB15,2023-03-12,2023-03-14,"[0.6, 1.2, 0.9]","[13.2, 12.2, 5.3]",2026-08-14 06:28:39.360576
HUB13-HUB11,2023-10-19,2023-10-20,"[6.8, 0.8]","[38.0, 35.1]",2026-08-14 06:28:39.360709
HUB11-HUB07,2025-05-14,2025-05-19,"[0.3, 11.3, 0.0, 0.0, 1.3, 1.8]","[21.2, 9.1, 22.3, 16.8, 15.3, 8.5]",2026-08-14 06:28:39.360884
HUB14-HUB07,2025-08-15,2025-08-19,"[30.6, 0.0, 0.5, 15.6, 0.6]","[14.3, 9.3, 12.1, 12.6, 11.5]",2026-08-14 06:28:39.361041
HUB01-HUB13,2023-06-01,2023-06-03,"[0.5, 0.9, 13.3]","[9.3, 10.8, 17.7]",2026-08-14 06:28:39.361206
HUB16-HUB02,2025-05-17,2025-05-19,"[0.8, 0.0, 0.1]","[13.5, 6.3, 15.9]",2026-08-14 06:28:39.361353
HUB16-HUB15,2023-11-04,2023-11-05,"[0.4, 0.7]","[23.8, 12.5]",2026-08-14 06:28:39.361536
HUB17-HUB11,2024-11-29,2024-12-01,"[0.0, 1.1, 0.8]","[17.7, 19.7, 19.4]",2026-08-14 06:28:39.361718
HUB04-HUB06,2023-09-14,2023-09-16,"[0.7, 1.2, 0.4]","[7.3, 12.9, 11.9]",2026-08-14 06:28:39.361864
HUB11-HUB08,2024-03-11,2024-03-14,"[1.6, None, 0.3, 0.3]","[13.9, 7.1, 14.5, 12.1]",2026-08-14 06:28:39.362013
HUB12-HUB15,2024-04-14,2024-04-17,"[0.5, 13.1, 0.0, 0.7]","[9.5, 19.4, 18.8, 22.9]",2026-08-14 06:28:39.362235
HUB06-HUB01,2025-10-07,2025-10-10,"[0.3, 22.9, 0.0, 0.6]","[24.8, 15.4, 14.9, 17.7]",2026-08-14 06:28:39.362394
HUB16-HUB18,2025-11-14,2025-11-15,"[0.5, 0.7]","[19.5, 24.1]",2026-08-14 06:28:39.362521
HUB02-HUB08,2023-01-20,2023-01-22,"[0.0, None, 0.4]","[16.4, 14.3, 16.9]",2026-08-14 06:28:39.362672
HUB13-HUB06,2024-12-04,2024-12-08,"[0.8, 0.7, 0.3, 0.8, 0.2]","[13.4, 21.3, 16.9, 11.3, 14.2]",2026-08-14 06:28:39.362830
HUB11-HUB05,2024-11-04,2024-11-07,"[0.0, 0.2, 0.4, 0.0]","[20.2, 15.7, 16.8, 13.5]",2026-08-14 06:28:39.362975
HUB09-HUB04,2023-05-06,2023-05-09,"[0.0, 0.3, 0.0, 0.0]","[22.0, 25.3, 15.4, 26.3]",2026-08-14 06:28:39.363122
HUB14-HUB07,2024-02-05,2024-02-08,"[0.5, 0.1, 0.8, 0.0]","[14.5, 12.5, 15.2, 9.3]",2026-08-14 06:28:39.363302
HUB10-HUB17,2024-01-14,2024-01-16,"[0.0, None, 0.5]","[18.2, 3.5, 23.8]",2026-08-14 06:28:39.363438
HUB02-HUB18,2025-05-11,2025-05-12,"[0.0, 1.0]","[26.4, 22.0]",2026-08-14 06:28:39.363563
HUB08-HUB01,2024-05-23,2024-05-25,"[None, 0.0, 0.6]","[11.6, 24.2, 13.3]",2026-08-14 06:28:39.363719
HUB17-HUB04,2025-07-02,2025-07-05,"[1.0, 0.7, 0.8, 7.5]","[21.6, 18.7, 15.6, 22.8]",2026-08-14 06:28:39.363869
HUB01-HUB03,2025-08-21,2025-08-22,"[0.9, 18.1]","[18.2, 22.2]",2026-08-14 06:28:39.363994
HUB02-HUB13,2023-04-28,2023-04-30,"[0.3, 0.3, 0.2]","[12.5, 10.7, 12.5]",2026-08-14 06:28:39.364155
HUB14-HUB07,2025-01-29,2025-02-02,"[0.8, 0.7, 1.1, 4.9, 3.8]","[13.4, 17.6, 13.0, 17.5, 16.9]",2026-08-14 06:28:39.364326
HUB02-HUB11,2023-05-28,2023-05-30,"[0.5, 1.3, 0.1]","[26.7, 8.1, 18.8]",2026-08-14 06:28:39.364469
HUB18-HUB13,2023-12-31,2024-01-02,"[0.5, 0.0, 1.0]","[13.1, 10.7, 8.3]",2026-08-14 06:28:39.364616
HUB10-HUB18,2023-09-28,2023-10-02,"[0.2, 0.0, 0.8, 0.9, 0.2]","[24.9, 14.9, 6.7, 20.9, 11.1]",2026-08-14 06:28:39.364776
HUB13-HUB17,2024-11-15,2024-11-17,"[0.9, 0.1, 0.7]","[25.3, 22.7, 37.5]",2026-08-14 06:28:39.364911
HUB13-HUB16,2024-01-25,2024-01-28,"[0.3, 1.5, 0.0, 0.3]","[12.3, 14.1, 16.0, 13.9]",2026-08-14 06:28:39.365056
HUB17-HUB10,2023-07-26,2023-07-28,"[27.3, 2.7, 14.6]","[11.4, 22.7, 7.6]",2026-08-14 06:28:39.365221
HUB18-HUB06,2023-09-11,2023-09-13,"[0.0, 1.0, 3.1]","[15.1, 10.1, 20.0]",2026-08-14 06:28:39.365363
HUB16-HUB15,2024-12-20,2024-12-21,"[11.0, 0.1]","[26.2, 10.6]",2026-08-14 06:28:39.365488
HUB13-HUB17,2025-11-25,2025-11-27,"[0.3, 0.1, 0.5]","[16.2, 37.1, 19.6]",2026-08-14 06:28:39.365634
HUB07-HUB05,2025-11-12,2025-11-13,"[1.2, None]","[23.5, 15.0]",2026-08-14 06:28:39.365763
HUB06-HUB07,2023-08-20,2023-08-21,"[29.9, 0.4]","[17.7, 17.3]",2026-08-14 06:28:39.365891
